site,ccv2m,ccv5m,chm,dem,disttowater,NDVI_max,NDVI_median,ndviresi,pisr_1,pisr_10,pisr_11,pisr_12,pisr_2,pisr_3,pisr_4,pisr_5,pisr_6,pisr_7,pisr_8,pisr_9,Pseudo_albedo,scd,shrubs,slope,snoweffect,snowresi,swi_suct2,swi_suct256,swi_suct64,swi_suct8,swi,tpi1000,tpi15,tpi250,tpi30,tpi500,tpi90,TWI_d8,TWI_Dinf,TWI_FD8f,watereffect,windexp,windexp100,ccv2m5,ccv5m5,chm5,eos1,eos3,moist_cv_july,moist_cv_summer,moist_max_july,moist_max_summer,moist_mean_july,moist_mean_summer,moist_min_july,moist_min_summer,moist_sd_july,moist_sd_summer,sos1,sos3,T1_FDD_days,T1_FDD,T1_ft,T1_GDD3_days,T1_GDD3,T1_GDD5_days,T1_GDD5,T1_max,T1_mean_1,T1_mean_10,T1_mean_11,T1_mean_12,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean,T1_min,T1_TDD_days,T1_TDD,T3_FDD_days,T3_FDD,T3_frost,T3_ft,T3_GDD3_days,T3_GDD3,T3_GDD5_days,T3_GDD5,T3_max,T3_mean_1,T3_mean_10,T3_mean_11,T3_mean_12,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean,T3_min,T3_TDD_days,T3_TDD,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
MI554W,0,0,1,64973,53,721,522,49,0,641,43,0,268,1465,3703,5932,7250,6676,4642,2291,1603,154,0,497,289,2,1100,876,876,880,820,-2613,-10,-669,-16,-1482,-289,880,753,890,3,973,976,0,0,1,282.09,277.79,0.11,0.19,34.44,42.71,29.04,30.5,24.18,24.24,2.47,4.6,157.95,162.04,201.39,-155.97,4.23,112.42,964.54,92.42,900.35,15.07,-0.93,1.43,-0.3,-0.8,-0.78,-0.89,-0.59,-0.15,5.07,10.68,10.08,5.02,2.48,-1.68,171.29,1008.71,224.76,-574.52,-6.53,80.45,111.97,1091.98,95,1019.9,27.82,-3.35,-1.83,-4.04,-3.89,-2.63,-1.92,-1.03,0.17,8.95,12,10.27,4.13,1.44,-12.12,141.58,1114.69,-294,240,-60,23,-7,-32,-112,21,-9,41,10,-10,-17,46,39
MI396N,0,0,2,63923,11,734,565,54,0,827,44,0,338,1833,4252,6441,7647,7102,5172,2750,1414,155,0,1051,112,3,925,673,673,673,635,-2528,-48,-448,-103,-1317,-147,581,613,668,72,996,991,0,0,2,282.66,278.75,0.11,0.15,34.29,40.19,29.59,31.13,25.7,22.96,2.4,3.83,156.92,159.88,194.14,-124.33,4.18,116.34,989.06,96.64,896.16,14.33,-0.76,1.43,-0.14,-0.67,-0.81,-0.74,-0.45,-0.11,5.96,10.66,10.2,5.29,2.52,-1.76,167.8,1004.81,225,-582.04,-8.32,82.36,113.32,1148.51,98.3,1081.33,29.67,-3.09,-1.73,-3.81,-3.66,-2.6,-1.96,-1.04,0.19,9.71,12.27,10.61,4.21,1.54,-11.73,139.93,1175.55,-411,108,-100,66,-55,-23,22,11,4,-4,-44,-51,8,-21,-27
MI396E,0,0,4,63902,8,730,552,50,0,864,43,0,350,1906,4357,6546,7719,7185,5278,2852,1452,155,0,1119,206,3,962,676,676,676,646,-2528,-45,-448,-96,-1317,-148,672,643,671,80,992,988,0,0,4,282.67,279.04,0.1,0.14,37.11,43.28,30.46,33.78,27.94,24.93,2.5,3.97,157.26,160.35,187.36,-111.91,4.29,116.45,1006.64,97.76,930.53,14.84,-0.69,1.46,-0.04,-0.58,-0.82,-0.66,-0.44,-0.11,6.03,10.95,10.4,5.37,2.55,-1.72,167.49,1058.58,228.29,-547.39,-7.86,81.87,112.89,1130.22,97.2,1064.52,29.15,-3.06,-1.66,-3.74,-3.55,-2.48,-1.84,-1.01,0.17,9.3,12.2,10.6,4.24,1.56,-11.54,137,1149.98,-263,64,-141,-99,-34,15,-19,-58,-58,37,-6,-61,16,3,35
MI396S,0,0,6,63810,1,733,543,52,0,764,44,0,316,1708,4082,6313,7536,6985,5009,2607,1428,154,0,552,199,2,1060,764,764,764,666,-2528,-18,-448,-73,-1317,-115,737,728,760,99,995,990,0,0,4,282.58,278.12,0.08,0.13,41.43,47,35.88,38.24,32.79,29.9,2.7,4.65,157.9,161.41,190.87,-109.42,4.33,113.96,957.15,94.12,881.44,14.9,-0.61,1.49,-0.11,-0.58,-0.84,-0.63,-0.44,-0.14,5.55,10.79,10.17,5.2,2.43,-1.79,166.18,1011.11,227.04,-581.72,-8.8,86.69,113.54,1134.97,97.48,1072.17,28.94,-3.18,-1.69,-3.72,-3.57,-2.58,-1.9,-1.07,0.16,9.51,12.13,10.55,4.17,1.52,-11.85,137.55,1159.65,-278,109,1,146,-32,-72,-74,0,-27,76,24,-36,-4,-9,-15
MI396W,0,0,1,63825,8,739,568,58,0,767,44,0,317,1716,4093,6323,7545,6993,5019,2616,1413,155,0,590,112,3,1016,756,756,756,663,-2478,-19,-369,-73,-1240,-109,666,707,752,84,997,992,0,0,2,282.72,278.97,0.09,0.15,37.86,44.98,31.84,33.79,28.87,25.37,2.5,4.26,156.95,160.53,185.28,-103.56,4.5,116.49,992.95,96.08,902.74,14.27,-0.65,1.52,-0.06,-0.56,-0.78,-0.6,-0.38,-0.11,5.7,10.6,10.17,5.36,2.57,-1.63,170.38,1016.13,224.24,-580.85,-8.69,86.34,113.6,1150.69,98.29,1084.72,29.17,-3.36,-1.72,-3.87,-3.67,-2.74,-1.85,-0.98,0.2,9.76,12.21,10.56,4.21,1.51,-11.77,139.92,1178.74,-365,78,-158,-6,-67,-39,-73,-12,4,62,-58,-48,14,-62,-25
MI317N,0,0,3,63303,109,670,574,-14,0,968,44,0,387,2111,4628,6716,7799,7299,5502,3089,1345,148,0,2032,98,-4,660,660,660,660,685,-2327,24,-262,74,-1079,86,619,605,653,0,1023,1025,0,0,3,283.04,278.37,0.11,0.17,23.7,29.65,20.62,20.74,16.59,15.06,2.17,3.21,150.7,155.06,209.19,-347.22,6.23,118.83,1012.06,98.21,924.66,14.93,-2.38,1.09,-0.94,-1.64,-2.64,-2.2,-1.33,-0,6.82,10.5,10.14,5.26,1.69,-4.39,158.09,1037.28,218.2,-907.7,-10.99,100.85,119.41,1196.89,103.37,1129.44,29.45,-5.52,-1.77,-4.65,-5.65,-4.77,-4.07,-1.81,0.93,10.27,12.36,10.65,4.33,0.78,-14.5,147.3,1236.35,-239,80,-11,41,-80,-7,39,-64,69,-21,-18,29,47,30,42
MI317E,0,0,4,63297,103,678,576,-6,0,936,44,0,376,2048,4543,6652,7755,7246,5422,3011,1323,147,0,1897,80,-5,676,676,676,676,694,-2329,11,-263,59,-1081,90,417,607,668,0,1022,1024,0,0,3,283.13,278.37,0.1,0.17,23.3,29.14,19.99,20.86,16.33,14.79,2.1,3.19,149.93,154.22,209.78,-343.05,5.98,119.79,1018.88,99.52,933.74,15.09,-2.3,1.19,-0.9,-1.66,-2.43,-2.21,-1.26,0.07,6.92,10.51,10.17,5.28,1.73,-4.07,162.06,1052.05,216.68,-916.25,-11.56,108.64,119.88,1206.92,103.58,1135.55,29.38,-5.43,-1.74,-4.52,-5.53,-4.79,-3.98,-1.8,1.03,10.36,12.35,10.67,4.33,0.8,-14.57,148.39,1249.98,-224,94,11,-56,-30,-47,29,-87,76,-37,22,-17,39,32,40
MI317S,0,0,3,63062,99,715,603,29,0,891,44,0,361,1959,4424,6563,7696,7173,5310,2904,1382,152,0,1684,112,0,692,692,692,692,697,-2530,4,-384,23,-1232,34,459,603,684,0,1019,1022,0,0,4,282.99,278.31,0.11,0.17,24.17,29.64,20.42,21.43,17.16,15.23,2.27,3.32,152.49,156.81,206.38,-239.1,5.95,116.88,981.7,96.49,902.64,14.29,-1.51,1.33,-0.58,-1.25,-1.7,-1.5,-0.96,-0.09,6.5,10.35,9.96,5.15,1.98,-3.16,165.33,1020.72,222.01,-788.67,-9.92,91.84,117.46,1184.49,102.21,1119.98,29.95,-4.73,-1.64,-4.01,-4.88,-3.78,-3.13,-1.47,0.63,10.02,12.35,10.68,4.28,1.19,-13.15,142.36,1228.57,-388,68,88,41,-62,-6,4,3,92,22,-31,17,26,9,25
MI317W,0,0,3,63045,105,712,584,26,0,909,44,0,367,1996,4471,6595,7712,7198,5354,2947,1325,151,0,1805,112,-1,676,676,676,676,686,-2529,-1,-425,23,-1252,9,609,603,667,0,1018,1020,0,0,4,283.01,278.89,0.12,0.17,24.62,32.11,21.26,22.56,17.93,15.66,2.52,3.87,152.1,157.1,205.34,-221.84,5.78,118.02,1003.12,97.23,928.84,14.37,-1.48,1.37,-0.48,-1.23,-1.85,-1.4,-0.87,-0.03,6.51,10.47,10.05,5.37,2.18,-3.26,164.18,1037.86,221.26,-705.06,-9.61,90.99,117.7,1181.41,102.58,1123.17,29.65,-4.37,-1.65,-3.93,-4.59,-3.65,-2.84,-1.3,0.59,10.2,12.32,10.65,4.31,1.28,-12.7,143.62,1209.9,-321,44,-115,-185,-39,143,6,18,16,56,-32,64,-7,-37,18
MI239N,0,0,2,63332,170,748,618,64,0,805,44,0,333,1790,4185,6370,7576,7016,5088,2692,1354,138,0,1274,92,-14,759,759,759,759,732,-1875,19,31,64,-658,255,733,656,753,0,1039,1034,0,0,2,283.16,278.13,0.14,0.19,25.17,32.32,20.43,20.85,16.53,14.83,2.38,4.06,148.58,155.14,197.35,-343.37,6.16,118.52,963.97,96.97,898.56,14.14,-2.31,1.38,-0.66,-1.7,-2.79,-2.52,-1.26,0.09,6.17,10.3,9.9,5.21,1.62,-4.32,168.81,1021.02,213.24,-999.62,-11.87,123.39,123.86,1235.54,105.54,1162.54,30.75,-6.68,-1.74,-5.46,-6.07,-5.91,-4.61,-2.01,1.75,10.83,12.43,10.63,4.23,0.73,-15.07,151.99,1288.03,-612,62,28,115,-28,-21,15,26,90,-37,-67,87,46,41,43
MI239E,0,0,1,63363,167,751,608,67,0,837,44,0,342,1854,4281,6460,7659,7114,5193,2779,1352,133,0,1186,94,-19,750,750,750,750,716,-1867,40,43,94,-656,283,725,720,744,0,1043,1041,0,0,2,283.07,278.42,0.12,0.19,24.87,32.58,21.05,22.88,17.47,16.3,2.28,3.97,148.14,154.45,199.26,-387.74,6.58,120.07,991.89,98.41,924.4,14.15,-2.72,1.41,-0.73,-1.79,-3.25,-2.81,-1.33,0.17,6.07,10.31,9.9,5.28,1.58,-5.35,167.94,1044.1,211.48,-1083.66,-12.08,130.31,125.23,1235.41,106.12,1164.42,30.56,-7.23,-1.72,-5.47,-6.35,-6.64,-5.11,-2.16,1.98,10.84,12.45,10.64,4.23,0.57,-15.78,153.87,1288.43,-514,86,-44,-47,9,-17,-25,-4,70,-13,-24,35,40,53,22
MI239S,0,0,2,63168,162,750,619,64,0,873,44,0,355,1925,4375,6523,7671,7140,5264,2860,1376,146,0,1607,86,-6,720,720,720,720,718,-2048,32,-60,99,-786,271,629,682,713,0,1039,1036,0,0,2,283.01,278.32,0.13,0.18,26.07,34.13,21.8,23.1,17.96,16.46,2.44,3.91,149.91,155.63,199.15,-319.28,6.12,118.06,970.76,96.44,891.17,13.84,-2.09,1.42,-0.6,-1.55,-2.3,-2.21,-1.2,0.06,6.4,9.98,9.81,5.19,1.72,-3.62,170.59,1010.88,215.11,-965.36,-11.5,115.23,121.68,1207.93,104.62,1148.39,30.54,-5.92,-1.65,-4.95,-5.89,-5.37,-4.31,-1.91,1.33,10.53,12.36,10.66,4.26,0.83,-14.37,150.07,1245.49,-557,69,81,34,-7,127,-39,21,16,-9,-96,38,75,6,39
MI239W,0,0,2,63166,165,760,633,75,0,893,44,0,362,1965,4433,6574,7712,7185,5320,2910,1355,146,0,1632,88,-6,730,730,730,730,728,-2001,28,-38,77,-750,257,609,623,722,0,1038,1035,0,0,2,283.08,278.43,0.13,0.16,26.02,33.34,21.35,22.32,17.89,15.54,2.53,4.04,150.19,155.34,197.93,-303.41,5.92,118.8,978.36,97.5,903.92,14.21,-2.01,1.45,-0.57,-1.52,-2,-2.05,-1.1,0.08,6.57,10.27,9.96,5.31,1.84,-3.16,172.59,1027.82,215.3,-937.31,-11.29,112.23,121.01,1214.02,104.24,1149.57,30.74,-5.94,-1.65,-5.1,-5.76,-5.28,-4.14,-1.86,1.23,10.6,12.39,10.66,4.29,0.91,-14.5,149.27,1255.53,-689,101,-54,149,-46,126,-21,6,65,-11,-89,13,52,30,63
MI240N,0,0,2,63945,216,693,584,13,0,833,44,0,341,1846,4269,6447,7642,7080,5176,2763,1333,145,0,1258,91,-7,793,793,793,793,759,-1598,-15,52,-23,-521,10,656,799,790,0,1031,1016,0,0,2,282.82,277.73,0.12,0.19,25.01,32.78,20.74,22,16.89,15.47,2.38,4.04,151.9,156.45,206.89,-263.35,5.88,116.38,954.29,95.43,869.04,14.32,-1.73,1.28,-0.54,-1.19,-1.95,-1.58,-1.02,-0.05,6.43,10.35,9.94,5.15,1.99,-2.64,164.34,995.48,218.16,-768.46,-11.11,100.95,119.39,1193.23,102.61,1127.75,29.34,-4.98,-1.76,-3.97,-5.08,-4.03,-3.3,-1.42,0.96,10.48,12.27,10.54,4.21,1.15,-13.67,147.99,1244.28,-364,194,-32,85,-113,-100,-27,-122,88,-11,-42,43,49,19,15
MI240E,0,0,1,63961,212,709,577,29,0,877,44,0,356,1934,4393,6552,7715,7171,5293,2872,1333,148,0,1423,87,-4,796,796,796,796,775,-1598,-8,52,-16,-521,16,765,768,795,0,1032,1018,0,0,2,282.7,277.66,0.13,0.19,24.13,32.6,21.52,21.09,17.87,16.27,2.24,3.82,152.01,156.66,209.84,-249.14,6.03,116.38,953.96,95.06,871.31,14.29,-1.61,1.29,-0.56,-1.21,-1.86,-1.63,-0.99,-0.07,6.12,10.27,9.87,5.08,1.88,-2.61,165.81,989.5,218.65,-781.21,-11.01,100.4,118.17,1185.12,101.99,1118.05,29.75,-4.91,-1.75,-4.13,-5.03,-4.07,-3.36,-1.53,0.84,10.32,12.31,10.53,4.17,1.15,-13.72,147.42,1233.46,-323,168,72,1,-5,-4,-12,-20,79,-35,-9,22,44,19,-33
MI240S,0,0,2,63816,207,711,596,30,0,812,44,0,333,1804,4210,6402,7628,7043,5136,2722,1334,143,0,943,79,-9,831,831,831,831,769,-1662,-14,82,-9,-532,65,718,807,829,0,1032,1018,0,0,2,282.98,277.89,0.14,0.21,23.81,33,20.53,21.73,16.56,15.79,2.4,3.98,150.8,156.29,204.22,-249.99,5.85,117.7,967.05,95.77,901.34,14.1,-1.71,1.33,-0.55,-1.38,-2.02,-1.75,-1.01,0.03,6.31,10.31,9.9,5.14,1.92,-2.59,167.53,1011.74,217.06,-807.43,-11.69,106.85,120.74,1207.49,103.77,1139.18,29.71,-4.94,-1.77,-4.49,-5.19,-4.3,-3.39,-1.56,1.22,10.58,12.34,10.56,4.19,1.09,-13.84,149.23,1256.38,-312,114,16,-107,98,119,-36,17,52,-7,-6,55,-11,20,13
MI240W,0,0,3,63819,211,701,592,20,0,807,44,0,332,1795,4197,6391,7618,7032,5123,2710,1339,140,0,934,84,-12,827,827,827,827,764,-1598,-9,52,-4,-521,66,748,819,824,0,1033,1018,0,0,2,283.04,278.28,0.13,0.21,25.28,33.48,21.3,22.02,16.99,15.51,2.35,4,150.47,155.92,205.67,-291.81,5.58,117.78,973.8,96.95,898.86,14.24,-1.95,1.4,-0.57,-1.36,-2.41,-1.97,-1.09,0.07,6.61,10.34,9.99,5.23,1.95,-3.2,165.41,1024.61,216.29,-849.53,-11.72,113.64,122.19,1212.27,104.19,1142.38,29.62,-5.31,-1.78,-4.52,-5.37,-4.68,-3.68,-1.57,1.41,10.62,12.32,10.54,4.24,0.98,-13.98,150.03,1263.22,-364,143,-59,52,-71,31,-1,-85,66,39,-42,7,7,64,25
MI360N,0,0,2,66817,213,641,568,-18,0,995,44,0,394,2161,4709,6808,7890,7390,5594,3153,1337,148,0,1812,71,-5,700,700,700,700,702,-514,-11,167,-17,-74,-70,601,671,700,0,1041,1026,0,0,3,282.53,277.88,0.1,0.16,24.13,30.75,20.88,21.47,16.91,16.31,2.14,3.28,150.02,153.9,210.21,-321.33,5.05,119.3,1013.6,98.61,937.84,15.71,-2.11,1.03,-0.84,-1.63,-2.41,-1.99,-1.17,0.09,6.95,10.79,10.11,5.1,1.87,-4.23,154.73,1058.83,217.09,-814.23,-10.99,99.26,118.37,1179.68,102.29,1114.76,28.91,-4.84,-1.71,-3.58,-5.3,-4.25,-3.41,-1.6,0.97,10.14,12.19,10.61,4.21,0.97,-13.71,148.42,1225.91,28,127,51,-40,-42,-19,-51,-40,123,14,40,26,-50,75,44
MI360E,0,0,2,66793,207,640,583,-19,0,970,44,0,387,2115,4644,6755,7854,7345,5530,3095,1353,150,0,1757,112,-3,728,728,728,728,725,-554,-16,153,-24,-99,-93,497,716,727,0,1037,1022,0,0,2,282.51,277.73,0.11,0.17,25.24,32.84,20.91,22.83,17.69,16.94,2.25,3.63,151.94,156.49,209.97,-291.46,5.13,117.36,1014.82,98.2,943.89,15.56,-1.91,1,-0.76,-1.55,-2.15,-1.71,-1.03,-0.11,6.78,10.73,10.16,5.13,1.98,-3.6,153.07,1057.17,221.58,-772.32,-9.56,89.95,115.84,1157.99,100.16,1099.12,28.78,-4.63,-1.75,-3.48,-4.96,-3.98,-3.07,-1.52,0.54,9.87,12.16,10.63,4.23,1.04,-13.1,144.09,1200.76,-46,150,-34,-116,-47,3,-70,-112,63,-28,23,8,-44,65,37
MI360S,0,0,2,66567,203,706,595,45,0,944,44,0,376,2062,4576,6707,7838,7309,5477,3043,1305,149,0,1535,104,-4,736,736,736,736,720,-760,-12,80,-26,-227,-88,509,715,735,0,1037,1022,0,0,2,282.36,277.55,0.1,0.18,24.96,31.31,20.61,21.43,18.34,15.9,2.17,3.43,152.26,156.22,208.91,-256.3,6.38,117.09,984.62,96.45,914.89,14.68,-1.68,1.18,-0.57,-1.34,-1.87,-1.64,-1.01,-0.07,6.21,10.46,9.94,5.09,1.99,-2.76,163.99,1033.21,220.96,-761.14,-10.54,95.9,116.52,1165.88,100.65,1109.65,29.59,-4.71,-1.78,-3.56,-4.95,-3.95,-3.13,-1.55,0.68,10.18,12.24,10.51,4.12,1.11,-13.12,144.57,1213.15,-121,146,27,-63,-7,-22,-58,-80,91,-45,-1,68,-0,43,-9
MI360W,0,0,1,66645,210,674,573,13,0,960,44,0,382,2092,4617,6740,7858,7335,5513,3079,1309,148,0,1615,65,-5,713,713,713,713,702,-576,-11,158,-19,-100,-69,617,676,711,0,1040,1026,0,0,1,282.46,277.51,0.1,0.16,23.53,30.53,20.55,21.08,16.57,15.95,2.08,3.27,150.03,153.87,209.47,-306.89,5.39,118.59,1002.84,97.47,931.59,14.93,-2.05,1.08,-0.75,-1.57,-2.26,-1.91,-1.14,0.09,6.95,10.61,9.99,5.07,1.87,-3.93,158.68,1050.84,216.64,-810.23,-11.38,104.23,118.87,1178,102.46,1119.36,29.15,-4.95,-1.77,-3.72,-5.3,-4.35,-3.45,-1.64,1.04,10.31,12.21,10.52,4.13,0.96,-13.53,148.39,1231.28,-63,131,44,-66,7,-3,-25,-38,81,-7,12,95,-40,83,30
MI11225N,0,0,0,69240,223,622,468,-19,0,784,42,0,337,1813,4192,6327,7461,6938,5054,2706,1401,165,0,1853,469,12,852,856,856,856,915,-1699,-44,-920,-110,-1247,-438,755,840,852,0,963,969,0,0,0,282.3,278.21,0.12,0.17,33.81,39.01,29.08,29,24.96,22.2,2.96,4.21,170.24,172.29,207.81,-167.55,4.1,102.6,934.76,87,869.84,15.12,-0.95,1.17,-0.44,-0.77,-0.98,-0.95,-0.64,-0.19,3.84,9.72,10.2,5.1,2.25,-1.64,149.16,933.07,219.4,-444.39,-2.07,59.43,101.57,977.92,87.08,945.32,26.49,-2.11,-1.47,-3.02,-2.8,-1.82,-1.42,-0.71,0.11,5.91,11.77,10.36,4.25,1.59,-10.57,148.62,1018.08,877,-56,-362,36,-16,-697,192,565,-693,231,-129,19,140,-20,152
MI11225E,0,0,1,69350,228,608,453,-33,0,818,42,0,340,1826,4215,6367,7502,6979,5102,2727,1386,166,0,1736,464,13,791,791,791,791,846,-1480,-14,-701,-65,-946,-364,463,706,788,0,974,982,0,0,1,282.31,277.59,0.11,0.17,35.34,39.67,29.12,29.6,25.51,22.79,2.61,4.25,167.49,169.39,211.47,-182.39,4.53,103.51,928.63,87.76,866.39,15.54,-1.09,0.93,-0.6,-0.97,-1.27,-1.03,-0.7,-0.23,4.12,10.78,10.22,4.96,2.15,-2.1,153.52,967.04,219.09,-512.95,-2.22,61.3,102.75,999.09,87.98,949.27,26.46,-2.43,-1.69,-3.18,-3.22,-2.22,-1.66,-0.93,0.05,6.34,11.83,10.37,4.2,1.46,-11.19,149.2,1041.87,465,79,-56,141,-41,-412,215,299,-286,3,54,-22,197,-30,183
MI11225S,0,0,0,69183,223,657,500,15,0,702,43,0,300,1596,3886,6086,7276,6730,4781,2439,3125,166,0,1328,440,13,824,808,808,808,835,-1725,-8,-911,-52,-1208,-371,846,727,805,0,974,984,0,0,0,282.02,277.23,0.11,0.18,34.05,39.5,28.19,28.99,24.51,22.37,2.4,4.19,165.33,168.06,211.95,-176.47,4.28,104.67,929.38,87.83,862.41,15.55,-1.13,0.99,-0.54,-0.99,-1.01,-1.08,-0.65,-0.24,4.28,10.62,10.1,4.92,2.18,-1.7,155.11,970.54,219.73,-590.31,-2.49,62.33,103.43,994.01,87.39,930.91,26.75,-3.13,-2.01,-3.91,-3.67,-2.52,-2.06,-1.06,-0.03,6.45,11.79,10.33,4.1,1.18,-11.37,140.18,1026.16,148,199,24,-79,19,-208,141,189,-237,-91,-12,-31,169,-49,124
MI11225W,0,0,0,69106,218,657,526,14,0,706,43,0,302,1612,3904,6101,7281,6742,4800,2457,1465,166,0,1395,450,13,888,872,872,872,902,-1725,-32,-911,-90,-1208,-441,550,819,870,0,966,974,0,0,0,282.42,277.85,0.12,0.15,34.29,39.93,28.94,29.09,25.07,22.1,2.75,4.02,168.21,170.56,212.9,-151.31,3.93,103.48,922.95,88.05,849.36,14.78,-0.86,1.18,-0.4,-0.75,-0.86,-0.84,-0.57,-0.22,4.02,10.39,10.1,4.99,2.27,-1.51,152.85,950.96,215.2,-444.92,-2.08,61.38,102.89,999.22,87.9,951.13,26.74,-2.03,-1.62,-3.1,-2.89,-1.76,-1.4,-0.69,0.14,6.12,11.87,10.37,4.21,1.63,-10.95,150.9,1039.33,273,108,-105,52,-49,-520,205,357,-358,61,-32,-13,167,-64,132
MI747E,0,0,2,66146,5,677,486,13,0,701,44,0,280,1580,3896,6149,7445,6867,4841,2448,1375,148,0,185,101,-4,1281,1090,1138,1223,1071,-1571,30,369,51,55,202,760,804,984,97,1047,1046,0,0,3,282.38,277.84,0.08,0.1,45.75,49.37,40.38,42.72,37.27,35.53,2.58,4.21,152.93,158.07,191.44,-237.11,5.08,114.42,919.6,91.84,859.87,14.09,-1.37,1.38,-0.21,-0.93,-2.47,-1.89,-1.07,-0.16,5.09,10.08,9.79,4.98,1.74,-4.44,170.65,987.15,218.7,-832.87,-13.49,101.15,118.99,1165.77,101.71,1104.2,28.59,-4.65,-1.89,-4.24,-4.95,-4.39,-3.68,-1.72,0.84,10.28,12.18,10.4,4.11,1.11,-14.55,146.02,1211.01,-136,200,-174,-53,-42,-52,15,-48,62,100,-4,6,-14,25,-10
MI747S,0,0,3,66105,9,696,513,32,0,777,44,0,298,1731,4120,6346,7600,7039,5061,2643,1390,154,0,526,112,2,1154,923,939,1044,983,-1533,28,516,50,150,246,413,668,908,88,1050,1049,0,0,3,282.37,278.22,0.09,0.13,41.33,45.48,36.1,37.7,32.7,30.08,2.6,4.2,154.18,158.06,179.54,-270.28,5.13,114.34,933.57,92.13,848.28,14.17,-1.5,1.41,-0.28,-1.18,-2.45,-1.88,-1.05,-0.19,5.25,9.9,9.94,5.07,1.83,-4.25,170.23,994.82,221.64,-816.95,-11.78,100.1,116.53,1152.58,99.47,1081.8,28.46,-4.88,-1.83,-4.06,-4.94,-4.46,-3.63,-1.67,0.54,9.83,12.06,10.42,4.14,1.05,-13.91,144,1188.53,-194,172,-190,125,-159,21,-68,-8,12,159,37,-44,17,11,5
MI11218N,0,0,3,64276,57,725,534,48,0,378,43,0,220,861,2884,5234,6674,6012,3825,1535,1751,174,0,1178,412,22,893,845,845,851,810,-2081,-99,-899,-199,-2034,-282,671,648,841,0,961,957,0,0,5,281.68,275.99,0.13,0.21,32.87,37.27,27.21,28.9,22.38,21.33,2.8,4.26,165.53,169.08,218.43,-162.21,3.51,103.19,854.04,84.53,782.53,14.57,-0.92,1.05,-0.47,-0.93,-0.73,-0.86,-0.69,-0.31,3.1,10.17,9.56,4.35,2.11,-1.47,145.34,917.61,228.41,-561.34,-2.2,58.22,100.58,1014.24,86.42,955.1,26.76,-2.48,-1.8,-3.7,-3.66,-2,-1.77,-1.11,-0.21,5.48,12.09,10.14,3.97,1.4,-11.8,133.09,1049.84,-294,66,144,-57,-6,20,81,-23,47,-8,-35,102,62,22,-1
MI11218E,0,0,3,64446,56,733,543,57,0,378,43,0,220,771,2708,4994,6453,5780,3621,1414,1801,161,0,1538,258,9,842,759,759,759,752,-1834,-53,-868,-168,-1946,-257,563,585,753,0,974,975,0,0,4,281.84,275.07,0.13,0.19,30.94,36.53,25.87,25.75,21.26,19.38,2.58,4.01,160.7,164.76,215.78,-178.72,3.36,107.86,849.49,85.45,758.58,13.66,-0.94,1.05,-0.47,-0.96,-0.7,-1,-0.75,-0.35,4.52,9.88,9.24,4.2,2.03,-1.28,151.84,899.14,229.19,-574.48,-3.3,63.98,108.05,1069.66,92.25,999.29,27.13,-2.78,-1.76,-3.6,-3.82,-2.22,-1.99,-1.23,-0.15,8.05,12.1,10.16,3.9,1.4,-11.7,135.58,1095.18,-212,63,435,-20,27,2,-3,-28,8,-34,-122,15,34,4,-0
MI11218W,0,0,8,64419,49,675,517,-1,0,373,42,0,217,745,2714,4967,6461,5804,3643,1473,1665,171,0,1597,412,19,749,600,600,600,600,-1834,-112,-868,-192,-1946,-207,628,597,595,0,969,966,0,0,7,281.73,275.83,0.13,0.18,32.63,38.34,27.97,27.84,22.33,22.03,2.82,4.55,165.46,168.72,222.93,-200.56,3.69,103.09,868.84,84.63,799.71,15.05,-1.16,1.03,-0.56,-1.05,-0.94,-1.12,-0.79,-0.41,3.26,10.39,9.64,4.44,2.02,-1.58,140.7,911.95,231.01,-586.48,-1.66,58.62,101.37,1022.55,86.53,952.61,26.32,-2.68,-1.74,-3.24,-3.66,-2.02,-1.83,-1.24,-0.21,5.62,11.97,10.19,4.06,1.27,-11.74,131.18,1052.36,-69,178,139,87,-84,1,37,-29,27,42,-40,-32,61,-10,-60
