site,T1_mean,T3_mean,T1_mean_1,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean_10,T1_mean_11,T1_mean_12,T3_mean_1,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean_10,T3_mean_11,T3_mean_12,T1_min,T3_min,T1_max,T3_max,T1_TDD,T3_TDD,T1_GDD3,T3_GDD3,T1_GDD5,T3_GDD5,T1_FDD,T3_FDD,T1_TDD_days,T3_TDD_days,T1_GDD3_days,T3_GDD3_days,T1_GDD5_days,T3_GDD5_days,T1_FDD_days,T3_FDD_days,sos1,eos1,sos3,eos3,T1_ft,T3_ft,T3_frost,moist_mean_summer,moist_max_summer,moist_min_summer,moist_sd_summer,moist_cv_summer,moist_mean_july,moist_max_july,moist_min_july,moist_sd_july,moist_cv_july
MAL030,2.0035448180469997,1.788283162930641,-1.2230478830645162,-1.2315352138643068,-1.0410817372311827,-0.6164548611111111,-0.2574270833333333,4.496110243055555,9.131423303091397,9.238477654569891,5.3307890625,1.7033004032258066,-0.5430716145833333,-1.2108566028225807,-3.1562535954301074,-2.891810803834808,-2.1200892809139784,-0.9537533854166667,0.8236271169354838,10.924838194444444,12.920369808467742,10.854178822244624,4.83088203125,-1.2106050739247314,-4.847948263888889,-4.038856081989247,-2.55940625,-13.960621875000001,12.169343750000001,31.950393750000007,931.0234947916666,1280.5248179687499,880.1329479166666,1257.17661484375,784.2474921874999,1196.0559950520833,-199.22875,-627.3543927083333,164,141.75,117.75,123,94,108,201.25,223.5,156,285,160.25,280.75,8,65,-2.911925,17.483707543423286,24.261458333333334,9.984895833333333,3.745011530861192,0.21420007864807397,15.741649865591397,21.421875,9.984895833333333,3.430395948005796,0.21791845056241949
MAL031,2.563736891113393,2.0568118055555558,-0.2015438004032258,-0.31244734513274336,-0.3320356518817204,-0.32572369791666667,-0.058934173387096764,6.517657378472222,8.883354133064516,8.906224596774194,5.069447743055555,1.9324972782258065,0.47857317708333336,5.311323924731285e-4,-2.063144371639785,-1.9253546460176991,-1.2649672883064516,-0.6934269097222222,0.7288583165322581,10.120396875,12.10619996639785,10.083361004704303,4.386238888888889,-1.1475697748655913,-3.0589325520833333,-2.8616574764784946,-0.36872499999999997,-12.604290624999999,14.221743750000002,28.594771875000006,987.7287947916667,1187.5318802083334,926.8005020833334,1158.8245781250002,829.7785729166667,1084.6086177083334,-51.3238953125,-436.2813682291667,188.25,142.5,124.25,120,101.25,101.75,177,222.75,153.25,283.5,154,280.75,2,129.75,-29.466925,58.203015248801286,59.5296875,55.4921875,1.0861234244727973,0.018660947716023467,58.363508064516125,58.9296875,57.280208333333334,0.4939713879026535,0.008463702821917562
MAL032,3.152749856690623,2.41013030815081,0.05270771169354838,0.014209181415929202,9.603998655913983e-4,0.009371788194444442,0.06685211693548387,6.835478559027778,10.711530376344086,10.461178603830646,6.358091406250001,2.2871562163978494,0.6239117187500001,0.1723523689516129,-1.2324037298387096,-1.0017199483775812,-0.6715733366935484,-0.31557465277777774,0.39387735215053765,9.343811197916667,11.844146169354838,10.343447874663978,4.577350694444444,-0.7240871975806452,-1.9860065104166666,-1.8885277217741936,-0.203334375,-8.419671875,13.170024999999999,30.841031250000007,1164.6972674479166,1155.89465234375,1088.0982606770833,1130.2110768229168,1017.1699585937499,1063.3949231770835,-13.155382291666667,-275.59455729166666,285.75,137.75,126,118.5,108.5,101.75,79.5,227.5,153.5,284.5,157.75,281,1.5,62.75,-6.204875,45.54551378971889,57.825520833333336,31.077083333333334,8.286710800287342,0.18194351343903212,43.70944220430108,50.2984375,36.255208333333336,4.127832145796626,0.09443799640596742
MAL033,3.1483950019963496,2.3235931083162216,-0.08498029233870967,-0.13605639749262535,-0.13729464045698925,-0.11899756944444444,-0.0949664314516129,6.424600520833334,11.574419909274194,10.931237995631722,6.274020008680555,2.2562390456989245,0.5745571180555555,0.044682006048387096,-1.4108387936827957,-1.1183858775811208,-0.7593981014784946,-0.36310763888888886,-0.12198630712365592,8.849913194444445,12.62423345094086,10.714413222446236,4.701953125,-1.0515582997311828,-2.4513563368055555,-1.9895518313172043,-0.213225,-10.00046875,14.996696875000001,29.72085937500001,1172.4813890625,1167.138671875,1115.2343416666668,1149.4143880208333,1049.2171515625,1086.9186197916667,-22.530114583333333,-318.4462890625,217.75,130,123.25,114.5,107,98.75,147.5,235.5,158.5,284.75,160,280.75,0.25,70.25,-3.390625,33.46604480146706,52.83385416666667,25.839583333333334,6.145161287408033,0.18362376922230875,32.7546875,40.73385416666667,29.168750000000003,3.2144254564659542,0.09813634938406766
MAL034,3.1214668491900524,2.232800136179557,-0.1715490927419355,-0.1933992256637168,-0.20111898521505378,-0.19069461805555557,-0.1523328629032258,6.607026736111111,11.67808128360215,10.980206619623656,6.413743315972223,2.1543602654569893,0.34812916666666666,-0.08657765456989247,-1.3796794690860215,-1.1141226769911503,-0.8030980678763441,-0.5114667534722223,-0.0542531418010753,9.297691232638888,12.146215188172041,10.218307552083333,4.4221812499999995,-1.222851932123656,-2.441946354166667,-2.001077738575269,-0.26385000000000003,-10.221568750000001,14.685837500000002,30.146400000000003,1173.0631661458333,1145.6916908854166,1131.54263125,1120.0040742187498,1062.6000213541668,1065.85892421875,-32.94739947916667,-330.16144114583335,181.75,130.5,125.25,113.75,108.25,100.25,183.5,234.75,156.5,284.5,158.5,280.5,2,90.5,-7.37075,32.17089865789521,36.200520833333336,26.163020833333334,2.7668585853088494,0.08600501387081463,32.567993951612905,34.10208333333333,31.632291666666667,0.6386572874692126,0.019609967025235937
MAL035,2.698043220967374,1.8746571668948206,-0.47750756048387094,-0.47121589233038347,-0.4244161626344086,-0.36668836805555555,-0.1614268313172043,6.175227864583333,10.212638608870968,9.936728200604838,5.807340494791666,1.9849630376344085,0.2620659722222222,-0.3473097278225806,-2.0856581485215053,-1.7190883296460178,-1.230955947580645,-0.7040514756944444,0.055449882392473115,9.304184201388889,11.861607476478493,10.19351796875,4.2048406684027775,-1.3800654905913978,-3.290911284722222,-2.9667695396505374,-0.80515625,-9.77818125,15.358593750000002,32.907756250000006,1064.8040364583333,1131.7458671875,1017.5302734375,1104.3960083333332,937.4410807291666,1032.3804572916667,-79.34375,-447.02733697916665,174.5,132.5,125.25,114.25,105,96.5,191.5,232.75,154.5,284.5,157.25,280.75,4.5,70.75,-7.63935,14.978760443262527,35.477604166666666,5.717708333333333,7.687706702493647,0.5132405135667679,11.254200268817204,19.8296875,5.769270833333333,3.8812487330540892,0.3448711272544292
MAL036,0.9359259390464333,-0.3990418842122187,-4.263010483870969,-4.299730742994101,-3.657913877688173,-2.352229405381945,-0.9055631972446236,5.674936385745929,11.00383962953629,9.83017468497984,4.387400698186063,0.6558984963037634,-1.5741368489583334,-3.6558375798051084,-7.615989591733871,-6.483336324668141,-4.881480708165322,-2.804788237847222,-0.3495506846438173,8.408675326269156,11.578706645549453,9.817425226814517,3.8531939557890325,-2.1391708753360215,-6.028334678819444,-8.521494464045698,-6.601103125,-18.254106250000007,15.450223437500014,25.509225000000004,979.1300840023348,1080.325443978987,945.3124537940016,1041.7265313487787,868.252004463003,975.2240909392959,-637.283134765625,-1226.0754921875,134,137.75,109,109.75,90.25,93.25,231.25,227.5,157.75,281.25,160.75,276,6.75,66.5,-1.3899125,21.188837510336114,39.45955208333332,14.658885416666665,5.801336863201226,0.2737921257063432,18.656805275537636,27.79407291666666,14.777635416666666,3.114604298448046,0.16694199529068582
MAL037,1.7529855061459045,1.258468514715948,-1.2368907426075268,-1.2647993915929203,-1.1187686827956989,-0.8838052951388888,-0.5100132224462365,3.887169097222222,9.724057258064516,9.258239780745967,4.330387413194444,0.7252963373655914,-0.8461967881944444,-1.3134721438172043,-3.1823546706989245,-2.9035075589970503,-2.130659862231183,-1.3183051215277777,-0.108387936827957,8.636480034722222,12.224283854166666,10.292444556451612,4.029578993055556,-1.765698504704301,-4.565462239583334,-4.419596354166667,-2.433021875,-12.17515625,13.503050000000005,27.84890625000001,869.8554743489583,1124.2610937499999,826.0233061197916,1096.4599869791666,737.2999436197916,1030.2207291666666,-229.57751822916669,-664.60546875,135.25,129.75,104.25,111,82.25,94.5,230,235.5,158.25,281.25,165.5,276.25,7.25,73,-4.75,20.635361670615953,30.865621212121212,15.336979166666666,3.212414485538321,0.1556752208570538,19.34774865591398,23.411458333333332,16.1390625,2.0383721593110806,0.10535448829536125
MAL038,2.2193677632329454,2.1098478567761805,-0.3037378192204301,-0.30077802359882005,-0.3406056787634409,-0.3269401041666667,-0.28969842069892476,3.0453146701388887,10.791902301747312,9.340299899193548,4.103930121527777,0.9284215389784947,-0.051137152777777785,-0.25606476814516127,-0.8939861391129031,-0.7447923119469027,-0.6781028225806451,-0.5119079861111111,-0.2761790994623656,4.0308328993055556,12.608376512096774,10.65450596438172,4.319450520833334,-0.954249495967742,-1.3020013020833332,-1.2483943212365591,-0.697734375,-8.73790625,15.899140625000003,26.978812500000004,879.1371354166666,1009.0144036458333,840.6904817708333,984.872328125,773.867578125,931.2907317708333,-68.51305989583334,-238.3924739583333,147,111.5,96.5,96,80,82.75,218.25,253.75,172.75,281.25,173.25,276.5,1.25,41.5,-0.348375,48.97491524067307,51.34362500000001,47.744791666666664,0.7717923537656711,0.01575893189345853,49.07725134408602,49.915625,48.528125,0.3635732907304782,0.007408183644626423
MAL039,2.447594962782341,1.8700414178359572,-0.9286555443548388,-0.9431726769911505,-0.7035736391129033,-0.5033856770833334,-0.04540201612903227,6.868673784722223,10.664737432795699,9.709171026545699,5.041102170138889,1.3866481350806452,-0.48592690972222224,-0.953416129032258,-2.6537395497311826,-2.3574932890855456,-1.5770951444892471,-0.8365019965277777,0.795311189516129,10.543250607638889,12.588941481854839,10.583444380040323,4.607215451388889,-1.3827802083333331,-4.387912586805555,-3.778267019489247,-2.23311875,-13.333431249999999,14.576412500000004,28.280475000000006,1045.0247075520833,1242.5083127604166,1010.5024018229167,1217.2465830729168,936.2475075520833,1154.6611216145834,-151.04064739583333,-559.4756848958333,154.25,141.5,120.75,121,102.25,105.5,211,223.75,153.5,284.5,155.75,280.75,3.5,56.25,-4.32885,18.136892502641906,25.205729166666668,12.1140625,3.144715801360736,0.17338779511995575,16.304620295698925,19.6390625,12.315625,1.922260689161697,0.1178966853750516
MAL040,2.656710675479124,2.2382246570556696,-0.5226856518817204,-0.5460084808259587,-0.4482778897849462,-0.33690321180555555,0.07727024529569892,6.901519097222223,10.391292842741937,9.803365465389787,5.377907986111111,1.5884219590053763,-0.14025607638888887,-0.5113134240591398,-2.068495883736559,-1.6782240966076696,-1.1497710853494623,-0.5348198784722222,1.0843413978494625,10.829134114583333,12.464098202284946,10.65757833501344,4.615006510416666,-0.9649802587365591,-3.8413953993055556,-2.832976310483871,-1.1457812499999998,-11.146015625,13.734765625000005,29.872109375000008,1060.66240234375,1255.53173828125,1016.95341796875,1235.1424153645835,941.9991210937501,1165.8429361979167,-90.298828125,-438.02018229166663,167.75,140,122.75,123.75,104.25,106.5,197.5,225.25,149.75,284.5,155.25,280.75,4,65,-5,24.992664143685797,31.259078125000002,20.2078125,2.4795777308021965,0.09921222149614821,24.912634408602152,29.295312499999998,21.503125,2.010542719870581,0.08070373798671228
MAL041,2.9253472079625826,2.476165832477755,0.016247227822580663,-0.07292735988200588,-0.07476209677419353,-0.10802647569444443,-0.13093019153225804,6.631546006944444,11.069401629704302,10.14368338373656,5.315779947916667,1.6505823252688172,0.32860546875,0.08403956653225807,-0.670866935483871,-0.6492095317109144,-0.522450436827957,-0.4063802083333333,-0.33958123319892475,8.389470486111112,12.506095010080646,10.363952032930108,4.014898003472222,-0.9822013608870968,-1.2400390625,-0.9994224630376344,-0.417,-8.365859375,14.635109375,33.68485625,1091.0695651041667,1112.4749088541666,1030.9430963541668,1088.913046875,960.7965026041667,1030.3806217447916,-22.58649739583333,-208.05533854166669,210.25,122,117,106.5,99.75,91.75,155,243.25,159.75,281.25,161,280.25,2,65.25,-3.7962499999999997,31.727406032467147,46.69895833333334,23.057291666666668,5.159662066860998,0.16262476868045989,28.980443548387097,33.934375,24.075520833333332,2.823498953970859,0.09742773430146484
MAL042,3.177209904586125,2.2782047687799456,-0.4795794438844086,-0.4260018574852508,-0.43032268145161295,-0.36696894531250007,0.046170619119623606,8.32302666015625,13.261048941200658,12.213569351191108,6.0463404079861105,0.8140790952620967,-0.5687266493055555,-0.602374722782258,-1.0060063886088713,-0.8063922474188792,-0.7146610425067205,-0.43307282986111123,0.11339423303091378,7.829761622807019,12.34601630058008,10.66611833947899,4.297063997395833,-1.4841453545026884,-2.009539626736111,-1.715281317204301,-1.4443312499999992,-8.590812500000002,23.71871249999999,33.1883375,1269.034682754249,1120.086043359375,1236.3549835354988,1089.2194800781251,1184.7745280667489,1028.207951953125,-108.55876510416667,-287.9717515625,155,128.25,115,108,102,92.75,210.25,237,155.75,282.25,160.25,277.25,8.75,57,-3.0189625000000024,16.413384148115078,30.36805948464912,7.978770833333335,4.755320023224973,0.28972209389073955,14.58436609543011,21.820979166666667,10.000125,3.120806080920657,0.2139829774225522
MAL043,2.4673873131987225,1.7996732225359344,-1.340736307123656,-0.8648944505899705,-0.6668871807795699,-0.47169053819444445,-0.3694346438172043,6.047384982638889,11.476898521505376,10.893302671370968,5.784700520833334,1.3236517137096775,-0.7470811631944444,-1.7281796034946237,-2.7767960349462366,-1.8457904682890856,-1.2144115423387098,-0.6332269965277778,0.16606980846774194,9.101484375,11.898197664650539,10.428576108870969,4.433347439236111,-1.3267477318548386,-2.9472135416666667,-3.921904821908602,-3.40453125,-11.692109375,15.996796875000001,28.154843749999998,1095.7610677083333,1141.4393815104168,1061.2574869791667,1108.9857421875001,993.671875,1053.3044140625,-194.5478515625,-484.1087369791667,141,135.5,116.75,113.75,100,99.75,224.25,229.75,157,282.5,160.5,279.75,4,74.75,-2.5725000000000002,30.201512201051266,37.3375,24.985416666666666,4.019729031575449,0.13309694576934225,28.59304435483871,32.28333333333333,25.987499999999997,1.4608262889872874,0.05109026764895975
MAL044,2.138919494353183,0.7886320371321013,-2.3123283434139785,-2.6289458148967553,-2.7195129032258065,-1.361530642361111,0.06778548387096771,8.406676822916667,11.479233316532259,10.361394774865593,4.937503645833333,1.0803757896505375,-0.49466866319444447,-1.4773149025537635,-5.216397849462366,-4.543809918879056,-4.028467321908602,-1.6038519965277778,0.6991452452956989,8.958799913194444,11.350459929435484,9.847278225806452,3.8986328125,-1.630859375,-3.69658203125,-4.90178721438172,-3.6853218749999996,-12.5140625,16.865068750000002,25.950703125000008,1127.9521119791666,1104.7643229166667,1089.1425328125001,1065.0322265625,1024.1266026041667,989.236328125,-346.7117666666667,-816.7164713541666,146.25,144.5,121.5,116.25,104.75,97.5,219,220.75,147.75,282.25,150.25,275.5,6.25,87.25,-8.171875,40.95510292119565,55.23065104166667,26.71666666666667,7.422654391327837,0.1812388167015535,37.871572580645164,46.46822916666667,28.79895833333333,4.540145637973259,0.119882680559549
MAL045,2.1608429799794666,1.6964173268879763,-1.6057491599462366,-1.621755715339233,-1.427416246639785,-0.7568958333333333,-0.300473622311828,5.0812660590277785,10.812534610215055,10.338513272849465,5.6520234375000005,1.4151051747311827,-0.6068090277777778,-1.3623540826612903,-3.797493497983871,-3.1855227876106196,-2.2608461525537633,-0.9275597222222222,1.587282627688172,10.243946354166667,12.019427284946236,10.363019774865592,4.6058278645833335,-0.9578387600806452,-3.2690853298611113,-4.372468296370968,-2.7266874999999997,-11.5119,15.325500000000002,34.44856875000001,1027.624127604167,1227.2192270833334,980.5558645833335,1194.3920557291667,909.2365338541667,1126.8220510416666,-238.3762291666667,-607.6027984375,145,145.5,113.5,123.5,95.75,106.5,220.25,219.75,154,282.5,163.75,280.75,8.25,74.5,-1.2905250000000001,20.59052431630896,31.017708333333335,14.6421875,3.908651942795891,0.18982770340141356,19.54459005376344,22.881770833333334,16.56041666666667,1.6081531992050822,0.08228124482434061
MAL046,2.725826781028976,1.8864892589265343,-0.3602445396505376,-0.385781895280236,-0.40488289650537634,-0.3632274305555555,-0.33577797379032254,6.155012586805555,10.407050067204302,9.864837365591399,5.689170572916667,2.0022176579301076,0.4278424479166667,-0.22988919690860213,-1.847666750672043,-1.5766961651917404,-1.2224357358870968,-0.7538845486111111,-0.2522681451612903,8.978114149305556,11.984385500672042,10.159221690188172,4.097422960069444,-1.6077053931451613,-2.9779839409722224,-2.591859879032258,-0.469,-11.577421874999999,13.453968750000001,28.773906250000003,1065.1893463541667,1113.84814453125,1015.0327265625001,1086.0921223958333,935.2017265625001,1020.6878255208334,-69.58111458333333,-424.80794270833337,171,130,123,111.25,103.25,95,194.25,235.25,157.5,283,158.5,280.25,3,119.25,-28.578125,33.49252948505999,53.900071022727275,25.063020833333333,8.301219251904506,0.24785286090760716,30.382846102150538,35.03854166666667,27.856770833333332,1.859712343978252,0.061209286902408365
MAL047,2.5044990424652065,1.214676007087041,-0.7577879872311828,-0.6704022308259587,-0.5844638944892473,-0.48156605902777777,-0.2905290826612903,4.395810243055555,12.662553914650537,11.021335626680107,5.132854513888889,1.093427990591398,-0.8212253472222222,-0.985474059139785,-2.8847520833333333,-2.212727286135693,-1.6027250336021506,-1.0743137152777777,-0.36344621975806457,7.199832769097222,12.340162651209678,10.548255729166668,4.644376280381945,-1.568314331317204,-5.567998611111111,-5.175211172715054,-2.33751875,-16.923528125,17.154981250000002,25.96966562500001,1061.5510731770833,1104.0204970052084,1035.8118221354166,1076.7462154947916,976.9823721354165,1021.610758984375,-146.78279791666668,-660.3600854166666,125.75,129.25,105.25,108.75,90.5,94.75,239.5,236,168.5,282.5,169.5,278,3,61.25,-0.129225,44.1214358070055,48.034375000000004,37.813541666666666,2.6617685834143305,0.06032824033781106,43.09050739247312,43.825,41.99427083333333,0.45092452686617024,0.010464590791635375
MAL048,2.8473580966233176,2.733202144649783,-0.12259242271505376,-0.1735096238938053,-0.17578882728494624,-0.18531258680555554,-0.17030747647849462,5.648541579861112,11.579556014784949,10.489575756048389,5.407873177083333,1.5584811659946236,0.08894956597222223,-0.05900035282258064,-0.614310315860215,-0.43997741519174044,-0.36092909946236557,-0.29672309027777777,0.08443590389784945,9.724793836805556,12.751995127688172,10.51974126344086,4.296104600694444,-0.6841502856182795,-1.4360568576388888,-0.9842699932795699,-0.21755,-9.18828125,14.713621875000001,28.851093750000004,1068.619696875,1186.2399088541665,1032.5270677083336,1161.0104166666667,950.9598244791667,1101.29296875,-28.622152083333333,-187.93782552083331,179.5,129.75,117.5,115,97,100.25,185.75,235.5,157,282,160,277.25,2.5,88.25,-12.453125,58.08615941641351,58.4578125,57.569270833333334,0.22456721887992,0.0038661054739395225,57.99805107526882,58.207812499999996,57.828125,0.11347376695518234,0.0019565100007915464
MAL049,2.242812095026238,2.1243712390200775,-0.4442793346774193,-0.46685466445427726,-0.4682103662634408,-0.41682777777777774,-0.37239173387096774,3.5937950520833333,9.165736206317204,9.091139432123656,5.2892703125,1.8993236559139786,0.1664404513888889,-0.37469138104838706,-1.7331254200268817,-1.5358821902654867,-1.168010752688172,-0.7000651041666667,-0.05210433467741936,10.208648003472222,12.983650453629032,10.547300277217742,4.215972222222223,-1.514627436155914,-3.196896701388889,-2.8216145833333335,-0.7000656249999999,-11.104921874999999,11.439778125000004,30.761484375000002,905.3337682291667,1206.3136393229167,853.7098947916667,1179.2755533854167,754.5395364583333,1120.7449544270833,-86.14665052083333,-430.38704427083337,165,129.5,114.5,113,90,98.75,200.25,235.75,161.75,283.25,165.5,280.25,4,71.25,-3.96875,22.451381736575858,26.981250000000003,19.585416666666667,1.6950132095690535,0.07549705534638361,21.849798387096776,24.50989583333333,19.76770833333333,1.2190561501145325,0.05579255828897883
MAL050,2.9154123238934524,1.6546978560631984,-0.5426104166666667,-0.5357312684365781,-0.4957564180107527,-0.4445526909722222,-0.29210638440860215,5.277875694444445,11.120171001344088,11.365650462029572,6.8722984375000005,2.6248438004032257,0.1865128472222222,-0.4503620127688172,-2.5706875840053764,-2.134087389380531,-1.4944947076612902,-0.8232161458333334,0.5662201780913978,10.15355251736111,12.199305695564515,10.287936617943547,4.321043836805555,-1.7526642305107527,-5.419450954861111,-3.7611487735215055,-0.8385218750000001,-17.498984375,13.885384375000001,31.350234375000003,1156.77247109375,1194.6752669270832,1109.29068984375,1172.91669921875,1041.21301640625,1106.8634700520831,-91.91811979166667,-590.296875,164,134,124,120,108,103.5,201.25,231.25,158.75,289,161.75,280.25,9,122.75,-35.470625,36.61028841140154,49.87576562500001,29.665625000000002,5.132411263303284,0.14019040783368691,36.46189516129032,39.08333333333333,34.2296875,1.2204003236255752,0.03347056751238784
MAL051,2.6883708083789646,1.262572504563085,-1.5165870799731183,-1.664258960176991,-1.535015759408602,-0.7693088541666667,0.2773267305107527,9.29667421875,12.373659895833335,11.085390196572583,5.257470659722222,1.074422244623656,-0.6698188368055555,-1.259446622983871,-4.161517741935484,-3.4443341076696163,-2.63614811827957,-1.0657127604166667,1.1129488239247312,10.166177430555555,11.983643548387096,10.341978981854838,4.185166145833334,-1.9500237063172041,-4.404362934027778,-5.27091374327957,-2.728696875,-12.20305,20.21200625,29.83905937500001,1216.7833403645834,1193.1015098958333,1184.5215278645835,1156.8130354166667,1117.6983528645833,1086.9546265625002,-234.85590260416666,-731.9469026041667,150.5,146,123,118.25,106.25,100.75,214.75,219.25,148.75,282.5,150.25,280.5,5.25,89.25,-9.355,16.085871438512662,28.862005208333336,12.579687499999999,3.2989644711487536,0.20508459760845782,14.464566532258065,17.4953125,12.809895833333332,1.1142891768830023,0.07703578080946824
MAL052,1.3480047486333868,0.47837430980454276,-2.3930162298387097,-2.6207622280604723,-2.6575537802419356,-2.1746699001736114,-0.850993590389785,4.951962396185247,10.555903685225044,9.74840283949524,4.747338563368055,0.20961502856182798,-1.5240501085069444,-2.1485566994287635,-3.7745845934139783,-3.6209363477138643,-3.3930745967741935,-2.5585710720486112,-0.926784651650138,7.089824482685811,10.856041311914232,9.25877796300585,3.1604798177083335,-2.8372848412298386,-3.6668817274305554,-4.142054351478495,-3.8574625000000013,-11.225015625,15.489353125000012,27.414968750000007,949.4488590477196,957.0284809614302,916.2712596987611,927.8829308312219,857.2425793602196,857.7823383833052,-457.09012460937504,-782.3022643053209,136,122.75,105.5,100.25,90.5,83,229.25,242.5,163.75,281,165.25,275.5,3,70.5,-1.5415625,22.614499504471308,36.629380208333345,16.558213541666664,4.405327003018039,0.19480099491686842,21.857563340053762,29.736484375,16.838421874999998,3.4639824175964926,0.1584798069073317
MAL053,1.110948381530915,0.08384050735797394,-4.370169203629032,-4.478321386430678,-3.950068817204301,-2.7498651041666666,-1.0146689516129033,6.181764670138889,11.314369606854838,10.51513195564516,5.346348003472222,1.0715940692204302,-1.208122482638889,-3.72158469422043,-6.219743128360215,-5.779661356932154,-4.5331671875,-2.919028732638889,-0.817378377016129,8.224048524305555,11.15534087701613,9.60135692204301,3.4706739583333333,-1.885527738575269,-3.3270690972222225,-6.318963978494624,-6.890034374999999,-13.18820625,17.377075,28.129371875000007,1062.5832609375,1024.8823494791666,1030.3590630208332,993.8777244791667,958.3850354166666,927.4492343750001,-656.8093645833333,-994.2596041666667,147.75,125.25,114,105.25,95.75,88.75,217.5,240,159.5,282.25,161.75,275.5,5.25,67.25,-3.2581749999999996,14.30454298888424,18.921354166666667,10.257291666666667,1.8592957416146385,0.12997938788114086,13.589297715053764,16.840104166666666,10.961458333333333,1.5225923638907286,0.11204349156351563
MAL054,1.8346452936059776,0.8077142275553275,-2.5635807123655914,-2.6223591998525073,-2.1551465725806453,-1.4502907118055557,-0.5570702956989247,7.647300434027778,11.927945245295698,10.150338978494624,3.7574078559027777,0.009829485887096725,-0.9304556423611111,-1.5391876512096774,-4.362341834677419,-3.8964285029498527,-2.8877114583333334,-1.6742891493055556,-0.19720826612903225,7.770491666666667,11.325284173387097,9.67029950436828,3.5924100694444445,-2.27954403561828,-3.736528732638889,-3.961384173387097,-4.202215625,-11.0418,20.329190625000003,25.470387500000005,1051.55013359375,1028.4426398437502,1024.6764747395832,993.5542700520834,962.4280890625,922.4664138020834,-381.44594010416665,-733.4250182291667,126.5,130.25,107.75,106.5,92.25,89.25,238.75,235,156.25,281,157.5,275.5,13.25,65.25,-5.793375,42.76734327174836,46.311458333333334,38.219791666666666,1.421191634803053,0.0332307673584643,42.49910954301075,44.7703125,39.89791666666667,1.3236558403529861,0.031145495860646088
MAL055,1.4013276676220623,0.40841293670146045,-2.366822379032258,-2.4729252581120944,-2.0215392809139785,-1.283382638888889,-0.4601313508064516,3.986571788194444,9.021408467741933,8.92882435735887,4.348409895833333,0.851003561827957,-0.5797368055555555,-1.4514787970430107,-6.276352704973118,-4.87602610619469,-3.5918243951612903,-1.8487467881944444,0.2731159610215054,8.828857378472222,11.821072530241937,9.991018871807796,3.9309732638888892,-2.0070314684139783,-4.823399565972222,-6.845804149865591,-4.0323843749999995,-14.46518125,13.240740625,27.269584375000008,841.0690884114583,1116.7791881510418,791.4118805989582,1085.3835063802085,702.7003134114582,1017.8037490885417,-329.23415781250003,-967.6063630208332,135.5,136.25,104.75,113,82.75,96,229.75,229,157.75,281.25,162.75,275.75,11,74.5,-2.4948,16.359163413742333,26.320785511363635,11.217708333333334,3.6539237430626477,0.22335639364010568,14.440238575268816,17.753125,12.322395833333333,1.7241976831215173,0.11940229893947026
MAL056,2.4922948494182067,1.7905389519877937,-0.23473054435483873,-0.26684308628318587,-0.28152153897849463,-0.2499229166666667,-0.22341081989247313,4.61645078125,10.301318262768818,9.644913482862904,4.987115928819445,1.3909204973118279,0.13880321180555555,-0.17569576612903226,-1.7805569556451613,-1.543325958702065,-1.217741935483871,-0.7369140625,-0.2713058635752688,8.130013020833333,12.191595262096774,10.139970283098119,4.047298177083333,-1.742303007392473,-3.2962022569444445,-2.698126680107527,-0.41645937499999997,-11.1684375,13.722837500000004,29.67554687500001,962.0419494791668,1091.3006673177083,924.1001375000001,1063.229052734375,854.2619588541668,997.3416829427083,-51.73125572916667,-437.30631510416663,166,128.75,111.75,108.25,94.5,92,199.25,236.5,163.5,281.25,164.5,277.25,3,74.5,-3.1875,38.87182659388219,45.403125,34.23802083333333,3.1477130050920317,0.08097671966841485,38.01419690860215,41.8671875,34.5953125,2.5753278715100105,0.06774647581538794
MAL057,2.9319196597650015,2.1002500570385583,-0.3522770329301075,-0.3885319505899705,-0.3956238071236559,-0.38291484374999996,-0.05024620295698924,7.813721440972222,11.711262533602152,10.556598135080646,5.335466232638889,1.412969942876344,-0.05578810763888888,-0.28445319220430104,-1.893764868951613,-1.7971652839233037,-1.2963816364247311,-0.7071731770833333,0.8924099462365591,10.446906684027777,12.39638970094086,10.250188844086022,4.077049913194444,-1.5468856686827956,-3.2063159722222223,-2.68672311827957,-0.453325,-10.655421875,14.837456250000002,28.607156250000006,1139.7766182291666,1206.7515572916668,1109.0800921875,1179.4334947916666,1037.3160140625,1109.2973932291666,-68.8929625,-439.6352239583333,158.25,137.25,122,120.25,104.5,103,207,228,152.25,282,154.75,277.25,5,94.5,-16.086375,53.74108405076581,56.28958333333333,50.102604166666666,1.692291435640933,0.031489715280814436,53.2632560483871,55.27760416666667,51.63072916666667,0.9708395437225985,0.018227191045936765
